source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,1-5,exam,"From a public financial management control perspective, determine whether from a governance standpoint, FR 1949 mainly ensures that:",Requirement specifically mandated by FR 1949,A discretionary internal preference,An informal best‑practice guideline,A general administrative tradition,A,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,5-7,exam,"When interpreting administrative financial authority, identify whether a Director assessing adherence to FR 1949 would focus on whether:",Requirement specifically mandated by FR 1949,An informal best‑practice guideline,A discretionary internal preference,A general administrative tradition,A,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,8-10,exam,"Within a regulatory compliance evaluation, ascertain whether which control principle is enforced by FR 1949?",Requirement specifically mandated by FR 1949,An informal best‑practice guideline,A general administrative tradition,A discretionary internal preference,A,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,12-14,exam,"Under a strict construction of federal financial regulations, establish whether which statement best reflects the core requirement of Financial Regulation 1949?",Requirement specifically mandated by FR 1949,A general administrative tradition,A discretionary internal preference,An informal best‑practice guideline,A,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,15-16,exam,"Under a strict construction of federal financial regulations, ascertain whether which statement best reflects the core requirement of Financial Regulation 1949?",An informal best‑practice guideline,A discretionary internal preference,A general administrative tradition,Requirement specifically mandated by FR 1949,D,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,17,exam,"In the context of statutory fiscal accountability, deduce whether which statement best reflects the core requirement of Financial Regulation 1949?",Requirement specifically mandated by FR 1949,A discretionary internal preference,A general administrative tradition,An informal best‑practice guideline,A,FR 1949 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,1-5,exam,"Within a regulatory compliance evaluation, establish whether from a governance standpoint, FR 1950 mainly ensures that:",A general administrative tradition,A discretionary internal preference,Requirement specifically mandated by FR 1950,An informal best‑practice guideline,C,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,5-7,exam,"Within a regulatory compliance evaluation, evaluate whether a ministry reviewing procedures under FR 1950 should verify that:",A discretionary internal preference,A general administrative tradition,An informal best‑practice guideline,Requirement specifically mandated by FR 1950,D,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,8-10,exam,"In the context of statutory fiscal accountability, ascertain whether which statement best reflects the core requirement of Financial Regulation 1950?",Requirement specifically mandated by FR 1950,A general administrative tradition,An informal best‑practice guideline,A discretionary internal preference,A,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,12-14,exam,"In the context of statutory fiscal accountability, deduce whether which statement best reflects the core requirement of Financial Regulation 1950?",Requirement specifically mandated by FR 1950,A general administrative tradition,An informal best‑practice guideline,A discretionary internal preference,A,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,15-16,exam,"For purposes of institutional governance analysis, determine whether which control principle is enforced by FR 1950?",Requirement specifically mandated by FR 1950,An informal best‑practice guideline,A discretionary internal preference,A general administrative tradition,A,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
FR_2009,17,exam,"In the context of statutory fiscal accountability, evaluate whether from a governance standpoint, FR 1950 mainly ensures that:",A discretionary internal preference,A general administrative tradition,An informal best‑practice guideline,Requirement specifically mandated by FR 1950,D,FR 1950 explicitly establishes this requirement; alternatives describe practices not mandated by the regulation.,fr
